final_balance,income_mean,outcome_mean,incomes_max,incomes_min,outcomes_max,outcomes_min,fequent_operation_hour
2960.67,541.17,451.72,964.05,31.61,965.52,96.35,12
1860.06,561.42,526.31,994.24,33.41,955.63,18.07,6
12668.6,538.67,435.39,978.5,35.33,992.45,18.66,17
-4079.8,430.28,546.85,930.77,13.54,971.55,13.7,13
-8234.63,516.17,536.33,967.31,12.3,997.74,9.61,16
5977.88,533.84,427.09,989.17,27.16,970.46,30.46,9
7845.56,508.01,484.13,990.88,16.44,999.85,39.25,1
6155.51,461.86,473.36,996.21,8.6,918.91,19.26,17
1728.35,453.93,523.4,947.9,70.29,991.91,10.42,14
8296.58,559.02,330.76,981.17,46.81,860.4,32.54,7
-1767.75,541.19,495.27,970.15,19.33,985.91,29.64,0
4363.63,544.44,470.48,990.7,0.13,985.28,55.78,15
-4050.04,425.6,557.23,981.46,30.43,967.28,37.34,1
-3322.65,387.31,455.57,992.82,26.9,995.24,17.95,17
-7820.16,511.44,493.95,958.67,0.34,954.76,51.54,0
-34.31,427.77,516.85,885.72,16.95,961.71,1.5,3
-888.04,489.13,455.58,997.13,10.29,984.62,1.51,17
9447.44,516.47,459.53,974.6,20.34,997.73,6.31,22
4265.75,504.17,528.41,980.38,1.57,931.43,4.77,9
-948.58,569.05,536.35,996.24,10.86,975.91,55.63,9
-397.07,591.79,539.5,983.85,58.38,974.55,21.5,0
2305.37,527.96,489.32,992.31,29.68,998.34,9.53,1
-2314.73,462.73,555.3,997.77,28.17,951.4,33.02,22
510.01,468.94,519.9,969.55,28.11,953.55,55.16,16
-947.25,533.1,437.8,996.3,24.31,937.24,2.99,23
2171.43,565.97,533.49,916.12,3.71,990.6,9.47,19
1063.46,471.83,533.44,984.44,9.18,996.39,16.63,1
3168.37,527.68,456.31,988.66,2.39,965.44,4.04,11
-7919.85,529.01,516.05,979.91,9.22,967.07,8.57,18
2062.62,551.95,505.07,969.11,7.42,968.02,13.78,11
-2055.4,436.23,480.92,979.73,6.61,999.5,0.11,23
5988.22,494.57,591.35,964.72,36.65,970.42,5.23,17
15354.41,558.87,460.19,982.71,0.75,968.29,21.24,11
-6329.25,496.4,581.31,994.79,7.07,992,34.2,10
1240.58,483.13,464.19,979.71,4.77,986.01,46.66,19
2381.36,516.98,485.91,992.16,17.7,987.7,14.62,19
11655.39,570.85,366.17,965.09,9.19,869.02,20.43,11
11582.76,575.59,448.71,992.51,25.68,970.35,10.12,23
-8071.68,413.46,508.22,997.62,15.14,982.94,2.43,0
-4579.08,514.27,513.46,974.25,69.43,969.74,14.53,21
3262.77,563.2,479.26,990.25,3.77,999.61,21.09,16
341.95,515.92,486.34,961.56,14.26,963.73,4.15,22
-1354.17,456.15,468.78,971.09,9.97,973.64,13.45,1
-6731.9,507.34,510.18,990.31,136.83,999.82,11.3,18
3415.61,513.56,450.31,999.64,10.33,991.12,2.57,9
-9374.88,493.74,595.68,886.42,11.62,963.27,113.77,23
779.92,490.29,525.86,997.32,1.76,956.99,14.16,1
2446.67,526.84,435.32,997.18,3.7,997.5,20.89,6
3880.48,537.5,506.29,952.1,7.96,997.82,31.36,19
59.81,514.35,465.62,989.41,11.41,979.22,6.33,17
3574.46,421.78,449.75,853.33,18.1,849.64,76.45,5
4396.83,462.49,394.29,929.24,17.7,948.05,20.72,22
6505.84,537.5,570.38,989.68,17.78,952.91,120.93,23
-4804.13,480.27,467.33,928.92,40.86,990.5,23.84,10
-2062.79,442.07,499.37,986.58,6.33,966.53,26.25,14
8262.02,536.49,461.58,994.31,83.21,986.95,21.62,15
1752.23,546.92,385.08,985.64,12.82,930.25,33.38,6
379.87,463.57,450,920.38,60.49,880.11,69.72,20
-361.84,418.29,543.14,902.06,43.49,989.54,173.94,17
-1777.2,522,576.58,994.56,10.92,964.09,189.75,5
5108.26,605.51,467.02,990.63,89.8,949.54,10.81,18
-2862.47,424.91,498.79,985.26,4.79,989.68,36.86,14
2832.62,588.89,522.7,985.65,98.88,999.61,110.66,7
-861.75,495.68,490.69,980.19,1.52,987.32,8.85,21
-6482.76,482.19,579.3,944.97,62.89,986.22,45.74,18
699.22,543.52,506.97,982.18,81.46,972.81,45.23,18
-3873.74,545.84,596.42,979.99,60.07,996.29,1.03,0
-4766.29,444.41,510.82,887.78,3.2,981.23,18.73,19
-6160.78,516.23,515.64,999.64,26.45,976.83,1.72,5
-2465.42,425.11,564.78,913.77,4.71,992.76,3.41,3
-3914.78,509.51,496.1,953.59,5.2,960.12,12.32,4
4401.54,415.81,492.89,987.27,2.62,976.17,7.32,8
870.19,457.73,477.85,997.08,7.89,946.09,8.87,4
-981.93,460.47,491.83,945.67,24.18,964.58,88.27,7
-9341.73,542.45,499.75,980.85,7.99,998.71,28.15,19
7494.67,456.13,432.54,987.97,6.08,992.86,5.38,18
3334.61,475.38,458.15,997.35,58.42,940.78,64.5,14
4241.43,502.76,508.54,989.86,1.19,962.07,27.94,0
4424.13,512.84,606.3,990.78,13.97,969.69,60.7,14
-2572.7,426.76,458.6,976.04,6.16,955.45,5.13,15
7068.47,565.59,475.96,994.89,22.2,976.64,20.09,0
3225.28,530.78,503.11,999.58,10.3,997.08,15.48,1
-6552,533.82,553.82,966.38,69.64,977.31,37.64,19
-893.56,451.51,666.06,993.34,7.14,964.3,1.92,10
2212.6,509.45,376.59,985.85,20.72,963.25,2.06,1
-7603.64,432.18,585.74,916.46,2.73,985.43,27.69,8
3440.98,516.71,521.47,988.88,12.71,954.06,34.44,21
-2559.31,414.67,470.48,965.55,60.32,996.48,27.62,17
6245.3,471.38,433.09,998.26,14.92,936.14,20.35,10
-5177.29,462.25,561.19,977.12,3.53,958.05,35.14,9
3224.36,530.12,448.47,997.52,4.43,969.94,1.82,6
4737.57,481.21,576.42,987.85,0.18,978.06,127.99,7
7268.12,566.09,529.56,998.35,45,968.99,61.49,20
6778.85,539.81,435.7,979.84,1.07,970.43,3.59,14
-4153.93,548.28,489.12,998.26,68.03,974.79,20.97,9
-2929.98,558.23,480.68,988.09,3.99,972.32,7.84,2
-3567.4,448.58,480.89,986.53,33.84,996.78,18.57,14
1570.08,467.17,449.99,994.54,15.12,867.54,6.9,16
-1484.95,523.57,532.16,962.44,10.68,984.66,16.87,17
-2770.82,451.4,533.13,994.23,4.78,995.11,23.46,14
-8427.04,494.57,503.43,997.62,32.08,955.91,6.7,3
-2637.43,482.86,507.2,852.74,4.12,996.33,13.41,13
-2474.53,486.14,487.56,891.09,13.53,980.27,6.37,18
-340.72,515.22,478.58,935.48,23.72,975.62,3.86,19
-7730.92,489.2,556.17,988.92,1.66,959.95,13.31,10
327.48,504.17,544.38,983,1.59,996.45,20.01,2
-13369.52,424.35,491.58,948.18,33,983.33,17.58,4
-353.3,400.74,598.48,825.75,4.23,945.01,38.93,15
-3486.59,442.36,532.08,897.64,36.92,973.56,60.99,2
-520.91,488.97,489.89,993.47,38.45,962.45,25.81,19
3090.97,503.12,560.18,955.28,18.68,965.43,40.12,10
-1829.21,548.84,500.04,995.39,21.19,978.88,7.19,1
-5520.15,454.51,465.82,986.17,2.22,967.52,1.9,20
940.49,513.34,493,942.28,0.07,991.4,38.97,7
-3757.95,491.32,474.72,972.89,23.6,945.44,10.76,22
3831.9,509.58,549.07,954.12,20.06,981.66,55.39,6
-203.33,520.84,377.4,977.09,47.96,958.09,32.48,16
-887.3,515.42,440.16,976.99,36.44,968.21,22.16,17
-1124.87,539.9,487.41,988.96,4.76,942.49,32.4,13
-4595.79,474.33,564.28,998.44,19.81,928.87,7.5,19
3606.37,544.58,502.6,993.49,51.63,966.73,20.92,2
8555.86,591.06,580.66,992.7,29.37,991.09,41.29,12
-1292.66,436.89,449.98,940.83,7.68,913.79,3.71,15
8394.54,567.31,465.84,978.52,29.82,968.13,68.66,9
-6923.82,377.92,556.19,933.49,5.62,996.2,20.92,23
2845.23,490.12,443.56,856.15,58.25,999.96,4.1,0
6817.92,517.45,477.37,996.79,41.44,998.17,21.74,9
-790.44,541.47,513.67,964.9,32.77,996.59,38.52,11
854.78,440.53,452.81,976.17,3.36,960.15,38.66,22
6839.61,577.63,505.79,995.01,50.34,995.2,4.69,16
-3316.09,411.4,423.87,990.35,21.55,993.66,16.01,0
6571.77,552.09,420.16,998.61,29.69,995.02,21.98,7
-5617.82,500.59,607.95,988.57,18.97,993.18,21.39,0
3117.96,480.01,493.13,999.91,21.58,971.77,23.73,9
-1321.7,403.74,472.03,999.96,23.33,972.73,12.16,9
10444,520.25,425.87,984.57,36.61,960.42,26.18,12
8632.68,524.21,390.07,983.46,17.06,975.72,1.37,19
-4299.96,472.69,530.05,961.28,21.6,999.53,38.08,20
-5056,501.49,520.2,901.57,26.06,860.19,45.5,21
3276.02,448.94,518.2,996.1,22.69,980.2,15.03,6
-5705.03,457.53,435.68,936.55,10.41,988.09,1.94,22
4091.64,484.86,566.56,996.38,21.18,994.53,53.45,1
-5911.07,429.44,461.52,924.38,33.77,981.33,10.23,0
-11207.08,476.98,565.42,971.35,7.72,995.96,14.47,20
3527.57,520.95,501.82,900.74,9.73,978.9,1.79,12
-2474.84,461.34,518.91,987.83,1.32,979.88,12.25,15
8382.31,494.92,464,978.2,4.76,980.77,2.02,12
5792.77,516.81,472.91,982.48,48.64,935.46,30.61,22
-2613.18,442.79,602.81,938.22,28.5,994.07,17.88,15
8536.77,421.67,370.53,998.67,1.56,903.83,1.98,19
-931.16,506.39,442.81,997.24,5.61,980.86,12.81,4
11727.75,560.22,461.44,999.73,27.98,981.4,2.82,9
-2192.89,476.25,563.44,986.98,66.37,983.25,4.44,7
6800.58,591.29,471.16,995.98,42.4,990.01,1.75,18
-97.31,368.05,644.44,901.95,4.18,969.64,64.77,0
259.32,468.73,516.52,964.76,14.4,988.03,26.56,5
7121.96,536.42,623.25,996.05,8.18,961.11,152.78,13
-3147.16,562.3,542.58,976.73,56.38,945.51,6.4,9
5296.82,618.39,523.97,967.01,24.42,998.94,27.81,11
2699.76,451.22,567.91,941.44,37.58,977.24,48.41,12
-9048.53,499.25,507.39,999.77,0.25,994.61,34.39,1
6230.35,560.97,474.16,988.55,2.72,999.84,9.98,19
8725.76,576.17,477.83,985.16,4.32,995.1,20.2,19
3296.94,489.69,557.89,982.45,0.45,986.34,30.75,3
-537.67,559.02,534.83,995.34,9.02,979.59,8.32,15
-98.44,471.12,559.67,977.28,25.82,965.72,22.75,21
1934.58,515.45,460.87,930.92,12.93,994.07,22.72,20
938.17,476.76,515.21,963.1,1.27,968.56,73.33,15
4377.63,490.71,464.12,990.21,17.4,966.68,59.11,11
-5059.71,466.7,602.24,998.43,16.22,985.26,235.24,15
555.18,578.83,474.66,898.72,101.95,969.43,32.15,8
2292.76,542.71,483.64,992.52,30.67,976.71,18.56,20
-2705.95,467.29,515.61,990.15,12.25,989.27,1.58,4
3602.61,532.12,598.22,997.38,80.65,924.2,63.71,18
-8469.81,484.04,552.28,973.66,16.52,991.22,110.13,10
288.94,466.28,431.95,938.92,15.46,921.92,90.47,0
1399.71,473.43,328.55,957.95,21.49,903.37,17.43,7
886.88,477.84,520.53,965.43,13.47,995.3,21.06,13
-7784.99,514.93,504.84,911.93,17.08,987.96,80.98,20
357.69,437.41,429.09,952.5,12.22,991.16,15.04,8
-3838.55,426.32,462.64,949.39,30.07,972.14,8.99,17
3282.38,509.3,461.13,960.27,0.32,983.65,6.23,5
499.72,496.5,592.49,999.62,36.98,956.46,120.46,23
-10186.23,522.22,576.47,990.12,25.6,992.37,0.7,15
720.54,495.88,573.63,989.39,77.43,988.54,4.39,19
5636.84,463.32,500.27,967.66,7.27,906.89,28.51,2
126.21,506.82,522.04,987.12,33.03,980.61,94.54,16
3512.33,497.74,458.37,964.89,27.51,931.87,74.4,3
3197.34,588.82,459.69,991.61,12.16,936.61,67.46,23
-3009.22,402.11,564.24,991.41,2.98,995.07,2.91,15
-3962.61,456.93,509,988.43,11.5,992.43,11.21,22
8974.44,493.05,443.72,997.82,5.18,980.37,35.28,16
-362.67,469.73,486.22,926.61,16.14,940.3,1.34,5
6296.02,535.23,480.99,969.69,45.38,996.61,13.87,22
3438.84,495.55,474.2,958.24,34.38,993.93,30.38,16
-677.89,466.52,525.88,963.76,44.83,992.86,0.6,1
1036.7,600.48,542.01,979.97,17.31,998.29,55.11,0
-4578.09,462.39,515.44,986.59,7.46,970.73,29.57,2
1929.06,580.57,513.14,985.58,7.08,996.02,12.52,12
-7891.99,509.06,467.91,994.82,18.73,992.41,8.94,1
-4974.75,500,499.43,972.98,2.3,958.87,1.91,17
6065.39,538.53,468.97,981.4,71.28,960.94,3.57,8
-886.09,553.75,529.14,995.14,23.87,967.33,4.96,4
-80.61,577.17,449.44,998.72,2.09,987.96,18.72,10
1649.15,551.47,517.82,972.86,4.7,999.2,46.93,6
-12053.84,407.12,519.81,951.43,25.06,993.68,18.49,22
2858.82,497.92,488.92,972,3.27,961.14,4.47,11
4578.17,545.24,445.59,930.38,32.71,997.78,0.87,23
2697.77,460.92,372.12,788.3,127.33,958.33,14.64,12
2811.48,537.01,506.99,967.19,77.83,986.22,87.53,6
6415.59,556.98,476.1,998.15,27.89,959.37,4.14,17
6997.8,537.38,548.56,995.99,16.87,997,1.86,6
1224.83,497.92,451.84,982.76,1.25,903.74,6.33,0
3906.85,514.57,443.47,932.45,25.26,963.28,9.23,23
4925.58,518.31,513.29,989.39,37.09,998.49,5.27,17
3143.11,459.78,461.82,930.7,54.1,911.84,8.99,18
5050.73,561.06,488.63,958.84,3.43,953.25,88.85,3
7383.68,539.04,483.11,927.06,17.55,923.45,31.26,9
-10894.86,431.34,580.92,992.36,17.36,978.12,28.41,3
810.64,435.75,479.88,985.51,49.9,962.49,22.01,14
-1765.78,492.29,590.51,980.7,2.4,991.39,63.37,5
1366.55,476.12,554.54,989.38,27.33,953.16,88.97,14
-8249.27,512.15,538.24,993.64,12.73,964.08,12.06,16
6641.16,503.26,497.09,997.99,28.42,985.96,64.97,13
10380.28,535.35,483.13,993.45,7.64,983.66,3.46,7
2937.35,580.74,530.94,996.43,209.22,957.58,9.96,20
-662.48,504.75,511.61,898.4,87.08,998.95,3.24,14
446.41,521.06,539.67,986.29,20.86,962.03,1.45,9
163.51,478.13,475.31,921.51,23.12,989.67,1.56,5
-2676.3,417.5,513.08,920.85,53.38,946.94,31.69,10
-7820.38,459.11,516.74,988.25,12.69,975.87,7.2,1
-6011.95,496,601.21,998.94,36.96,981.93,18.15,13
4618.67,607.33,476.41,996.23,10.8,973.19,11.59,18
-3568.86,460.13,468.83,990.76,3.91,987.35,31.84,9
-3775.15,524.5,528.64,958.03,129.72,999.24,21.65,23
2320.38,615.8,475.99,973.61,31.17,917.19,51.8,10
1190.75,520.33,515.64,973.22,18.44,994.65,2.37,17
1661.44,489.68,511.55,961.25,36.91,994.26,0.93,23
-2231.96,553.39,623.33,990.7,64.86,932.32,93.94,23
9095.73,517.78,454.09,988.71,4.56,993.75,36.49,22
1505.01,482.01,480.28,982.82,2.45,963.24,23.81,12
-3906.71,517.01,542.16,974.62,15.61,976.42,44.74,21
3639.05,486.97,495.52,889.11,49.48,993.85,32.91,1
5094.75,509.91,557.86,998.9,4.88,937.3,17.84,2
-2964.86,549.99,521.44,918.14,24.5,992.7,14.61,22
5347.26,513.48,482.49,988.38,38.21,935.46,71.43,7
1219.27,474.2,458.01,961.01,18.07,997.3,29.01,16
3903.92,498.89,373.21,975.44,10.79,967.96,10.91,19
-2570.54,415.7,493.59,939.01,55.53,978.74,74.63,1
1058.76,446.06,421.55,849.04,5.52,956.47,34.11,7
210.3,559.69,495.24,966.35,6.54,997.29,1.68,20
4087.74,508.76,403.95,976.13,78.96,995.73,25.15,11
-6169.27,557.55,538.24,993.14,63.77,959.87,16.74,23
-7408.37,368.77,538.29,958.15,0.64,965.47,22.12,10
-1049.07,558.74,556.53,985.94,18.87,904.14,7.25,19
2596.07,481.65,471.76,939.26,31.18,989.25,25.7,19
-1043.62,502.84,521.82,991.35,21.76,977.56,42.25,12
-1989.97,478.51,610.26,987.08,5.94,969.52,23.83,4
4133.42,487.89,480.69,945.84,0.63,999.04,2.46,3
-6247.06,562.2,485.21,954.65,107.64,997.96,15.44,11
-522.56,517.46,431.43,991.39,25.41,961.95,29.77,14
-2493.43,509.1,517.56,996.61,2.51,992.35,8.78,12
-3132.44,492.17,540.17,986.25,26.17,997.76,1.03,21
490.78,435.1,492.39,951.04,44.2,969.45,5.57,6
-8572.36,433.13,578.82,983.34,34.52,994.47,73.32,16
-2729.52,503.31,472.43,980.78,5.53,932.44,44.07,11
-2006.41,422.34,497.77,924.78,3.39,958.09,24.36,10
1350.96,522.29,478.71,985.47,74.11,989.23,19.45,1
3694,467.77,535.74,992.38,17.82,970.14,36.77,14
-1572.56,468.73,510.39,959.75,19.42,988.74,26.32,8
7068.48,538.04,368.51,899.44,3.72,940.84,26.84,23
249.9,497.09,502.59,993.77,1.73,975.03,40.18,0
-5271.81,484.68,570.14,989.07,1.62,994.77,92.29,11
-3065.51,575.16,509.65,964.85,36.96,999.65,3.95,17
-4930.48,548.43,587.41,991.82,57.26,993.27,1.46,16
-3166.48,551.46,567.2,973.41,55.27,999.36,70.78,11
-6483.84,438.79,538.56,984.02,7.68,994.86,36.83,16
2267.27,455.23,478.8,998.22,11.83,941.56,31.93,23
1376.55,537.96,527.94,966,1.43,977.72,65.47,7
799.94,574.29,455.33,987.12,52.62,963.88,6.07,8
2192.4,522.21,519.41,970.52,15.46,949.15,47.36,13
-4683.29,430.58,462.68,989.61,20.39,967.83,42.98,12
-4148.05,551.78,496.81,998.48,20.78,976.29,22.63,3
1249.44,496.87,532.21,890.27,101.7,992.96,27.48,4
-1921.82,559.74,479.89,891.4,173.27,935.45,8.12,8
2663.39,496.8,514.43,906.51,19.17,965.25,66.85,15
-3802.46,560.13,469.34,999.22,25.47,999.02,8.65,0
5123.56,458.31,509.61,971.59,14.33,994.28,10.54,15
-4256.79,422.98,504.19,943.28,49.9,990.38,33.42,9
-538.41,544.97,525.27,961.91,57.17,972.05,35.41,22
-972.52,461.01,443.16,841.73,19.47,945.62,36.12,23
-9561.16,517.51,529.63,977.67,16.85,982.12,14.22,12
2975.67,524.28,442.16,997.07,19.12,947.63,18.14,18
-5295.27,398.35,472.08,913.31,37.29,990.11,2.76,15
10172.19,521.53,510.09,975.67,18.56,954.76,13.92,15
669.06,466.81,548.42,956.96,19.33,996.15,54.56,8
4026.4,499.04,509.38,999.98,1.43,993.32,18.45,22
7165.96,513.68,463.82,951.38,26.34,955.58,31.08,15
-1515.84,485.42,512.54,985.82,30.74,999.04,61.3,4
-5111.82,457.68,432.29,944.22,0.08,967.75,17.63,8
853.21,515.92,547.77,997.66,13.71,970.51,1.09,0
-2186.01,535.99,508.52,972.67,1.26,990.76,13.88,11
5012.89,535.21,486.51,984.61,12.51,983.98,60.27,17
9301.81,492.15,534.53,982.79,23.62,980.67,18.58,5
-1943.81,497.52,464.68,974.35,0.5,995.17,9.15,19
-1279.8,533.86,555.55,988.79,7.4,994.25,8.89,21
633.88,491.99,542.72,999.22,7.32,981.84,50.9,19
-3911.58,437.86,561.92,995.41,7.21,996.86,12.71,15
3603.24,529.83,551.41,991.38,17.78,990.63,3.05,2
-959.8,487.16,458.78,993.88,1.94,993.42,38.46,1
5885.6,482.14,452.58,994.12,28.75,996.37,0.75,7
-1442.06,458.23,480.59,939.43,36.95,980.02,30.15,20
-2327.6,493.11,560.74,977.57,7.75,977.12,1.59,15
555.3,488.1,467.54,926.1,42.62,983.73,6.27,9
-759.64,497.6,511.67,997.25,12.66,979.81,47.17,4
-808.32,456.65,511.11,956.91,16.55,970.6,2.32,23
-6951.86,531.03,498.33,990.05,34.44,994.9,13.96,19
-4830.79,551.3,489.76,960.76,16.37,921.4,34.7,1
-3045.31,513.91,521.58,966.42,16.26,996.32,23.44,7
-2638.86,495.63,522.98,992.33,115.82,895.65,17.36,19
-3749.66,423.38,461.17,957.22,39.08,987.28,16.6,17
-4561.7,484.17,567.74,949.52,16.57,991.36,34.82,17
6803.34,518.26,516.99,988.69,2.04,951.72,98.44,3
-197.72,482.51,503.65,943.31,7.63,928.53,8.15,11
-2132.34,440.61,559.17,998.67,5.07,987.06,27.54,15
2544.45,568.59,584.3,972.76,85.98,950.44,109.98,19
6971.89,523.36,501.05,970.2,24.6,998.3,2.37,5
4407.33,574.55,547.63,987.82,66.51,996.55,89.65,23
10599.87,499.84,433.12,955.4,20.22,992.18,5.13,18
-612.87,446.42,494.39,999.83,5.47,976.96,18.35,13
-5731.5,494.7,514.38,995.32,6.98,999.91,0.5,3
7699.2,489.38,514.19,979.96,33.57,984.75,79.46,6
1940.94,517.15,365.31,922.54,32.41,943.35,8.3,13
-4930.23,541.12,542.32,987.83,1.79,998.21,9.45,19
-7962.77,488.67,431.19,951.95,10.98,958.2,1.73,22
-4883.48,472.27,525.93,999.62,1.47,986.68,4.8,22
-956.28,517.31,514.94,982.74,108.51,946.1,14.05,19
-2623.11,460.94,477.89,987.36,1.58,947.27,52.71,10
8808.64,493.39,485.14,999.52,26.93,987.3,20.96,12
-1411.44,513.29,522.67,957.68,11.67,971.57,8.11,23
5270.53,475.19,451.61,962.44,51.03,952.12,81.14,22
-2523.86,500.6,532.33,984.99,20.53,992.56,105.87,2
10579.61,531.93,462.78,969.76,9.33,973.59,23.97,14
-4179.5,505.9,550.49,978.94,20.91,935.81,91.38,5
-4455.66,435.74,428.4,965.18,15.67,988.89,0.05,5
-3859.96,453.25,528.96,942.55,7.43,996.51,38.99,22
-2278.93,470.83,529.26,996.27,92.45,998.21,33.35,18
-4938.9,434.77,544.52,968.44,5.2,977.63,14.89,13
-672.21,477.45,492.39,989.23,24.91,968.29,1.62,5
8329.07,512.33,493.93,972.28,8.1,997.42,34.64,20
5427.19,568.9,465.54,995.4,4.08,970.33,17.26,14
-3615.61,487.08,550.45,975.4,36.56,992.52,14.77,5
-4631.03,515.88,584.27,977.61,40.14,963.42,10.6,7
-2560.94,562,553.41,985.59,100.7,930.92,42.43,9
-4820.29,454.85,504.77,998.55,12.55,970.69,31.19,14
-4555.35,452.29,528.58,891.96,32.49,984.95,9.2,3
3103.21,440.16,515.75,979.11,2.42,991.47,28.63,8
5276.55,584.87,431.75,992.37,23.11,888.97,2.43,1
7540.56,559.49,448.77,951.85,5.2,940.84,21.35,10
-4557.54,502.01,566.4,969.32,1.96,969.45,5.57,20
-7916.77,444.51,499.46,999.65,9.62,970.28,6.91,12
-5250.76,447.9,497.27,985.66,17.65,997.62,9.66,15
20.7,501.38,432.07,907.1,28.97,980.88,11.16,13
-1585.86,426.52,458.38,951.92,32.9,936.73,27.89,16
82.78,420.46,445.73,987.66,9.81,940.13,55.17,6
1316.12,499.49,504.29,996.69,15.63,941.65,3.58,23
6610.64,492.71,464.36,989.34,3.18,985.64,33.59,1
5358.93,496.5,446.94,997.58,92.37,949.88,3.67,4
-7269.5,509.05,601.7,985.36,20.89,988.05,24.71,9
-3364.37,514.78,555.74,959.95,20.36,997.75,42.47,10
1084.53,508.69,578.11,990.62,31.83,998.69,80.98,8
-1108.2,532.84,491.9,925.09,39.11,991.64,4.98,22
-274.82,472.01,467.99,975,7.29,980.43,13.07,8
-7752.5,468.86,519.93,993.23,52.81,995.04,17.82,23
274.06,549.46,564.74,944.45,2.59,956.86,0.35,12
-6715.7,518.95,479.2,871.64,62.43,950.85,11.71,8
-1249.69,531.17,457.61,966.65,45.39,978.16,29.37,23
-1494.39,472.53,490.45,990.8,10.13,996.86,30.57,22
1189.58,499.7,491.05,972.69,79.2,991.3,7.43,2
737.58,431.59,515.77,949.03,6.46,987.15,22.77,14
8381.78,517.81,433.5,999.54,5.68,987.74,30.21,8
2424.42,455.8,469.98,996.96,15.02,968.72,51,15
1760.9,532.52,528.1,997.89,19.98,989.42,6.4,21
-3669.83,468.65,546.72,921.07,4.7,993.2,45.88,23
5105.25,456.2,490.84,964.39,33.35,970.67,46.09,15
-5888,456.94,526.23,982.22,5.73,949.78,77.55,19
-2278.03,473.06,540.07,980.22,11.54,968.47,84.47,23
-444.72,473.21,494.39,990.07,20.95,919.42,80.05,19
-2090.63,469.76,527.65,969.66,15.3,949.67,13.07,13
-152.05,481.98,458.02,976.28,22.72,947.12,11.87,16
-299.55,453.68,471.2,997.58,1.29,986.34,37.57,2
2871.73,514.03,518.19,995.32,0.16,967.42,13.94,5
1300.61,534.99,502.47,997.27,12.04,999.25,17.46,9
14757.27,549.6,466.28,988.73,0.31,992.45,34.7,12
-3667.65,532.74,530.88,970.38,21.04,994.21,77.34,19
3610.98,529.91,503.28,998.32,16.97,999.18,2.62,9
-6207.87,518.02,494.29,944.55,25.78,976.36,3.33,13
-3269.95,491.44,441.94,974.44,5.34,975.16,7.2,22
3252.2,539.72,539.47,978.29,8.08,998.95,24.22,1
4358.52,451.44,519.11,999.06,24.94,995.62,4.87,7
1178.17,526.78,508.69,992.51,39.8,998.86,25.56,2
24.63,451.33,573.68,987.87,26.6,985.89,10.17,14
-2374.68,507.34,544.1,958.47,8.49,995.83,1.82,16
-1025.11,484.96,579.96,985.83,1.28,984.72,157.99,3
-1593.74,485.44,487.93,985.66,25.09,984.09,3.65,7
-117.8,483.05,570.4,980.3,30.83,983.27,17.54,4
-8702.28,434.61,518.05,956.94,4.18,977.4,0.67,21
-1491.67,458.13,542.94,964.48,12.77,989.97,0.49,18
-2428.17,338.45,370.45,989.63,7.85,850.47,43.96,6
3693.9,466.98,485.39,982.13,21.34,982.41,16.96,22
540.19,530.08,474.89,982.41,37.54,994.05,48.41,21
2290.92,576.56,577.17,994.51,117.4,962.51,73.08,1
13255.56,532.08,489.03,973.47,9.17,923.12,67.22,10
1420.52,462.66,504.9,988.12,9.22,995.53,90.86,6
13370.14,537.75,457.52,987.65,13.28,960.31,12.25,9
-7713.94,495.17,517.18,989.99,18.67,993.56,0.7,5
1553.19,495.63,518.75,988.84,2.16,981.56,11.56,10
47.56,487.37,611.97,946,65.24,988.98,5,16
6598.93,523.87,437.36,971.59,0.63,994.04,12,0
2487.23,510.18,540.29,994.59,9.66,927.59,43.78,11
2848.91,501.43,531.24,988.18,22.24,956.37,42.27,0
-2191.8,509.1,463.22,980.57,40.64,944.83,11.2,22
3299.76,537.8,449.04,925.47,42.16,988.14,31.88,19
-6695.17,474.94,467.67,992.56,26.76,992.2,4.75,7
4568.49,442.42,512.01,905.44,28.39,957.13,1.86,13
1615.6,517.27,514.99,993.03,53.87,921.73,51.08,21
6931.6,486.89,530.29,982.05,9.23,995.75,0.99,17
-5137.42,449.17,563.05,978.97,39.31,984.96,5.64,13
311.55,471.93,482.65,965.93,16.78,954,14.98,16
-896.82,483.9,557.29,928.54,7.44,991.23,11.5,10
10810.5,534.79,468.51,987.91,20.7,931.94,28.58,17
17790.58,572.37,454.22,995.16,49.44,999.95,21.82,0
851.25,527.56,442.95,957.43,64.61,975.75,38.82,12
5184.19,472.55,481.72,987.86,13.24,997.34,30.6,20
234.64,478.44,519.15,992.13,10.75,993.88,30.76,7
-4051.36,503.07,535.07,988.7,2.92,990.47,6.4,0
4242.37,527.74,648.73,997.56,15.07,975.18,63.34,5
7682.2,597.75,395.98,999.36,47.59,882.95,0.34,18
-6013.91,500.35,552.28,999.97,8.43,989.1,37.21,16
1391.26,529.85,586.8,984.75,55.57,993.57,18.43,14
-9851.47,435.16,487.1,953.51,2.9,982.83,20.05,16
-1252.26,511.09,534.72,998.35,12.41,991.08,26.49,12
-6633.29,577.96,472.12,994.53,25.6,957.8,40.48,22
-2854.5,498.42,435.68,988.48,40.16,893.4,3.26,7
-9325.83,538.05,494.2,984.13,84.2,995.97,14.23,3
-882.76,437.23,504.66,932.27,16.63,989.5,5.74,11
3055.57,495.04,465.16,948.01,14.81,952.22,9.98,22
